"experience","weeks","occupation","industry","south","smsa","married","gender","union","education","ethnicity","wage","year","id"
7,50,"blue","yes","no","yes",1,"male","no",12,"other",903,"1979","356"
8,50,"blue","yes","no","yes",1,"male","no",12,"other",996,"1980","356"
9,51,"blue","yes","no","yes",1,"male","no",12,"other",1076,"1981","356"
10,50,"blue","yes","no","yes",1,"male","no",12,"other",1167,"1982","356"
16,44,"blue","yes","no","yes",1,"male","yes",12,"other",570,"1976","357"
17,49,"blue","yes","no","yes",1,"male","yes",12,"other",675,"1977","357"
18,46,"blue","yes","no","yes",1,"male","yes",12,"other",720,"1978","357"
19,48,"blue","yes","no","yes",1,"male","yes",12,"other",760,"1979","357"
20,48,"blue","yes","no","yes",1,"male","yes",12,"other",900,"1980","357"
21,48,"blue","yes","no","yes",1,"male","yes",12,"other",980,"1981","357"
22,48,"blue","yes","no","yes",1,"male","yes",12,"other",1105,"1982","357"
16,40,"white","no","no","no",1,"male","yes",16,"other",659,"1976","358"
17,36,"white","no","no","no",1,"male","yes",16,"other",675,"1977","358"
18,39,"white","no","no","no",1,"male","no",16,"other",700,"1978","358"
19,35,"white","no","no","no",1,"male","yes",16,"other",819,"1979","358"
20,38,"white","no","no","no",1,"male","yes",16,"other",916,"1980","358"
21,37,"white","no","no","no",1,"male","yes",16,"other",639,"1981","358"
22,36,"white","no","no","no",1,"male","yes",16,"other",1087,"1982","358"
36,48,"blue","yes","no","no",1,"male","yes",10,"other",396,"1976","359"
37,49,"blue","yes","no","no",1,"male","yes",10,"other",396,"1977","359"
38,40,"blue","yes","no","no",1,"male","yes",10,"other",450,"1978","359"
39,48,"blue","yes","no","no",1,"male","yes",10,"other",500,"1979","359"
40,49,"blue","yes","no","no",1,"male","yes",10,"other",522,"1980","359"
41,39,"blue","yes","no","no",1,"male","yes",10,"other",558,"1981","359"
42,48,"blue","yes","no","no",1,"male","yes",10,"other",622,"1982","359"
28,48,"white","yes","no","yes",1,"male","no",12,"other",998,"1976","360"
29,48,"white","yes","no","yes",1,"male","no",12,"other",998,"1977","360"
30,49,"white","yes","no","yes",1,"male","no",12,"other",1400,"1978","360"
31,48,"white","yes","no","yes",1,"male","no",12,"other",1050,"1979","360"
32,47,"white","yes","no","yes",1,"male","no",12,"other",1100,"1980","360"
33,46,"white","yes","no","yes",1,"male","no",12,"other",1304,"1981","360"
34,48,"white","yes","no","yes",1,"male","no",12,"other",1250,"1982","360"
5,49,"white","no","no","yes",0,"female","no",17,"other",225,"1976","361"
6,52,"white","no","no","yes",0,"female","no",17,"other",240,"1977","361"
7,20,"white","no","no","yes",0,"female","no",17,"other",500,"1978","361"
8,50,"white","no","no","yes",0,"female","no",17,"other",520,"1979","361"
9,49,"white","no","no","yes",0,"female","no",17,"other",569,"1980","361"
10,48,"white","no","yes","yes",0,"female","no",17,"other",1300,"1981","361"
11,51,"white","no","yes","yes",0,"female","no",17,"other",1362,"1982","361"
20,52,"blue","no","yes","no",1,"male","no",10,"other",725,"1976","362"
21,52,"blue","no","yes","no",1,"male","no",10,"other",782,"1977","362"
22,51,"blue","no","yes","no",1,"male","no",10,"other",910,"1978","362"
23,51,"blue","no","yes","no",1,"male","no",10,"other",955,"1979","362"
24,52,"blue","no","yes","no",1,"male","no",10,"other",1175,"1980","362"
25,52,"blue","no","yes","no",1,"male","no",10,"other",1185,"1981","362"
26,51,"blue","no","yes","no",1,"male","no",10,"other",1225,"1982","362"
15,49,"blue","yes","no","no",1,"male","yes",12,"other",456,"1976","363"
16,49,"blue","yes","no","no",1,"male","yes",12,"other",476,"1977","363"
17,49,"blue","yes","no","no",1,"male","yes",12,"other",501,"1978","363"
18,42,"blue","yes","no","no",1,"male","yes",12,"other",710,"1979","363"
19,34,"blue","yes","no","no",1,"male","yes",12,"other",750,"1980","363"
20,47,"blue","yes","no","no",1,"male","yes",12,"other",807,"1981","363"
21,47,"blue","no","no","no",1,"male","yes",12,"other",900,"1982","363"
20,49,"white","yes","no","yes",0,"female","no",13,"other",625,"1976","364"
21,47,"white","yes","no","yes",0,"female","no",13,"other",600,"1977","364"
22,48,"white","yes","no","yes",0,"female","no",13,"other",646,"1978","364"
23,47,"white","yes","no","yes",0,"female","no",13,"other",850,"1979","364"
24,48,"white","yes","no","yes",0,"female","no",13,"other",875,"1980","364"
25,47,"white","yes","no","yes",0,"female","no",13,"other",889,"1981","364"
26,47,"blue","yes","no","yes",0,"female","no",13,"other",889,"1982","364"
32,48,"white","no","no","yes",1,"male","no",17,"other",998,"1976","365"
33,49,"white","no","no","yes",1,"male","no",17,"other",998,"1977","365"
34,49,"white","no","no","yes",1,"male","no",17,"other",151,"1978","365"
35,50,"white","no","no","yes",1,"male","no",17,"other",1600,"1979","365"
36,48,"white","no","no","yes",1,"male","no",17,"other",1750,"1980","365"
37,47,"white","no","no","yes",1,"male","no",17,"other",1600,"1981","365"
38,49,"white","no","no","yes",1,"male","no",17,"other",1527,"1982","365"
12,47,"blue","no","no","yes",1,"male","no",12,"other",750,"1976","366"
13,50,"blue","no","no","yes",1,"male","no",12,"other",700,"1977","366"
14,51,"blue","no","no","yes",1,"male","no",12,"other",700,"1978","366"
15,46,"white","no","yes","yes",1,"male","no",12,"other",355,"1979","366"
16,52,"white","no","yes","yes",1,"male","no",12,"other",1018,"1980","366"
17,51,"white","no","yes","yes",1,"male","no",12,"other",867,"1981","366"
18,50,"white","no","yes","yes",1,"male","no",12,"other",798,"1982","366"
25,50,"blue","yes","no","yes",1,"male","no",9,"other",675,"1976","367"
26,42,"blue","yes","no","yes",1,"male","no",9,"other",865,"1977","367"
27,49,"blue","yes","no","yes",1,"male","no",9,"other",1030,"1978","367"
28,48,"blue","yes","no","yes",1,"male","no",9,"other",925,"1979","367"
29,38,"blue","yes","no","yes",1,"male","no",9,"other",975,"1980","367"
30,50,"blue","yes","no","yes",1,"male","no",9,"other",1075,"1981","367"
31,49,"blue","yes","no","yes",1,"male","no",9,"other",1200,"1982","367"
9,49,"white","yes","yes","yes",1,"male","no",16,"other",644,"1976","368"
10,49,"white","yes","yes","yes",1,"male","no",16,"other",750,"1977","368"
11,49,"white","no","yes","yes",1,"male","no",16,"other",870,"1978","368"
12,47,"white","no","yes","yes",1,"male","no",16,"other",1092,"1979","368"
13,49,"white","no","yes","yes",1,"male","no",16,"other",1257,"1980","368"
14,48,"white","no","yes","yes",1,"male","no",16,"other",1600,"1981","368"
15,48,"white","no","yes","yes",1,"male","no",16,"other",1900,"1982","368"
2,50,"blue","no","no","yes",1,"male","yes",14,"other",543,"1976","369"
3,50,"blue","no","no","yes",1,"male","yes",14,"other",660,"1977","369"
4,50,"white","no","no","yes",1,"male","yes",14,"other",850,"1978","369"
5,49,"blue","no","no","yes",1,"male","yes",14,"other",975,"1979","369"
6,50,"blue","no","no","yes",1,"male","yes",14,"other",1050,"1980","369"
7,49,"blue","no","no","yes",1,"male","yes",14,"other",1150,"1981","369"
8,48,"blue","no","no","yes",1,"male","yes",14,"other",1250,"1982","369"
9,49,"white","no","no","yes",1,"male","yes",12,"other",737,"1976","370"
10,49,"white","no","no","yes",1,"male","yes",12,"other",753,"1977","370"
11,49,"white","no","no","yes",1,"male","yes",12,"other",825,"1978","370"
12,49,"white","no","no","yes",1,"male","yes",12,"other",937,"1979","370"
13,47,"white","no","no","yes",1,"male","yes",12,"other",1125,"1980","370"
14,48,"white","no","no","yes",1,"male","yes",12,"other",1371,"1981","370"
15,47,"white","no","no","yes",1,"male","yes",12,"other",1200,"1982","370"
31,46,"blue","no","no","yes",1,"male","yes",10,"other",710,"1976","371"
32,47,"blue","no","no","yes",1,"male","yes",10,"other",780,"1977","371"
33,47,"blue","no","no","yes",1,"male","yes",10,"other",887,"1978","371"
34,47,"blue","no","no","yes",1,"male","yes",10,"other",948,"1979","371"
35,47,"blue","no","no","yes",1,"male","yes",10,"other",1060,"1980","371"
36,47,"blue","no","no","yes",1,"male","yes",10,"other",1279,"1981","371"
37,47,"blue","no","no","yes",1,"male","yes",10,"other",1223,"1982","371"
9,49,"white","no","no","yes",0,"female","no",16,"other",680,"1976","372"
10,49,"white","no","no","yes",0,"female","no",16,"other",725,"1977","372"
11,47,"white","no","no","yes",0,"female","no",16,"other",775,"1978","372"
12,48,"white","no","no","yes",0,"female","no",16,"other",775,"1979","372"
13,48,"white","no","no","yes",0,"female","no",16,"other",878,"1980","372"
14,47,"white","no","no","yes",0,"female","no",16,"other",900,"1981","372"
15,48,"white","no","no","yes",0,"female","no",16,"other",1023,"1982","372"
16,47,"white","no","yes","yes",0,"female","no",11,"afam",427,"1976","373"
17,50,"white","no","yes","yes",0,"female","no",11,"afam",510,"1977","373"
18,50,"white","no","yes","yes",0,"female","no",11,"afam",600,"1978","373"
19,50,"white","no","yes","yes",0,"female","no",11,"afam",601,"1979","373"
20,50,"white","no","yes","yes",0,"female","no",11,"afam",600,"1980","373"
21,49,"white","no","yes","yes",0,"female","no",11,"afam",600,"1981","373"
22,47,"white","no","yes","yes",0,"female","no",11,"afam",650,"1982","373"
13,50,"blue","no","no","no",1,"male","no",9,"other",320,"1976","374"
14,50,"blue","no","no","no",1,"male","no",9,"other",350,"1977","374"
15,49,"blue","no","no","no",1,"male","no",9,"other",419,"1978","374"
16,50,"blue","no","no","no",1,"male","no",9,"other",449,"1979","374"
17,50,"blue","no","no","no",1,"male","no",9,"other",480,"1980","374"
18,50,"blue","no","no","no",1,"male","no",9,"other",509,"1981","374"
19,49,"blue","no","no","no",1,"male","no",9,"other",527,"1982","374"
20,46,"blue","no","yes","yes",0,"female","yes",11,"afam",294,"1976","375"
21,45,"blue","no","yes","yes",0,"female","yes",11,"afam",309,"1977","375"
22,41,"blue","no","yes","yes",0,"female","yes",11,"afam",360,"1978","375"
23,40,"blue","no","yes","yes",0,"female","no",11,"afam",382,"1979","375"
24,38,"blue","no","yes","yes",0,"female","yes",11,"afam",409,"1980","375"
25,42,"white","no","yes","yes",0,"female","no",11,"afam",413,"1981","375"
26,36,"white","no","yes","yes",0,"female","no",11,"afam",449,"1982","375"
27,47,"white","no","no","no",1,"male","no",12,"other",660,"1976","376"
28,48,"white","no","no","no",1,"male","no",12,"other",700,"1977","376"
29,48,"white","no","no","no",1,"male","no",12,"other",740,"1978","376"
30,48,"white","no","no","no",1,"male","no",12,"other",800,"1979","376"
31,47,"white","no","no","no",1,"male","no",12,"other",850,"1980","376"
32,49,"blue","no","no","no",1,"male","no",12,"other",900,"1981","376"
33,47,"white","no","no","no",1,"male","no",12,"other",950,"1982","376"
21,50,"white","no","yes","yes",1,"male","no",12,"other",925,"1976","377"
22,50,"white","no","yes","yes",1,"male","no",12,"other",998,"1977","377"
23,49,"white","no","yes","yes",1,"male","no",12,"other",1000,"1978","377"
24,50,"white","no","yes","yes",1,"male","no",12,"other",1150,"1979","377"
25,52,"white","no","yes","yes",1,"male","no",12,"other",1350,"1980","377"
26,50,"white","no","yes","yes",1,"male","no",12,"other",1043,"1981","377"
27,50,"white","no","yes","yes",1,"male","no",12,"other",1650,"1982","377"
3,50,"white","yes","no","yes",1,"male","no",15,"other",660,"1976","378"
4,49,"white","yes","no","no",1,"male","no",15,"other",780,"1977","378"
5,52,"white","yes","no","no",1,"male","no",15,"other",778,"1978","378"
6,50,"white","no","no","no",1,"male","no",15,"other",900,"1979","378"
7,50,"white","yes","no","no",1,"male","no",15,"other",1190,"1980","378"
8,50,"white","yes","no","no",1,"male","no",15,"other",1286,"1981","378"
9,48,"white","yes","no","no",1,"male","no",15,"other",1440,"1982","378"
22,49,"blue","yes","yes","yes",1,"male","no",7,"other",660,"1976","379"
23,48,"blue","yes","yes","yes",1,"male","no",7,"other",695,"1977","379"
24,49,"blue","yes","yes","yes",1,"male","no",7,"other",670,"1978","379"
25,50,"blue","yes","yes","yes",1,"male","no",7,"other",825,"1979","379"
26,49,"blue","yes","yes","yes",1,"male","no",7,"other",845,"1980","379"
27,50,"blue","yes","yes","yes",1,"male","no",7,"other",985,"1981","379"
28,49,"blue","yes","yes","yes",1,"male","no",7,"other",1045,"1982","379"
30,52,"blue","yes","yes","yes",1,"male","yes",10,"other",580,"1976","380"
31,50,"blue","yes","yes","yes",1,"male","yes",10,"other",605,"1977","380"
32,50,"blue","yes","yes","yes",1,"male","yes",10,"other",610,"1978","380"
33,50,"blue","yes","yes","yes",1,"male","yes",10,"other",615,"1979","380"
34,49,"blue","yes","yes","yes",1,"male","yes",10,"other",625,"1980","380"
35,48,"blue","no","yes","yes",1,"male","yes",10,"other",750,"1981","380"
36,48,"blue","no","yes","yes",1,"male","yes",10,"other",800,"1982","380"
26,48,"blue","yes","no","yes",1,"male","yes",11,"other",585,"1976","381"
27,48,"blue","yes","no","yes",1,"male","yes",11,"other",612,"1977","381"
28,48,"blue","yes","no","yes",1,"male","yes",11,"other",600,"1978","381"
29,45,"blue","yes","no","yes",1,"male","yes",11,"other",700,"1979","381"
30,47,"blue","yes","no","yes",1,"male","yes",11,"other",1000,"1980","381"
31,48,"blue","yes","no","yes",1,"male","yes",11,"other",900,"1981","381"
32,47,"blue","yes","no","yes",1,"male","yes",11,"other",1000,"1982","381"
20,49,"blue","no","no","yes",1,"male","yes",12,"afam",625,"1976","382"
21,49,"blue","no","no","yes",1,"male","yes",12,"afam",625,"1977","382"
22,49,"blue","no","no","yes",1,"male","yes",12,"afam",565,"1978","382"
23,49,"blue","no","no","yes",1,"male","yes",12,"afam",588,"1979","382"
24,50,"blue","no","no","yes",1,"male","yes",12,"afam",598,"1980","382"
25,50,"blue","no","no","yes",1,"male","yes",12,"afam",825,"1981","382"
26,51,"blue","no","no","yes",1,"male","yes",12,"afam",695,"1982","382"
29,43,"blue","no","no","yes",0,"male","yes",12,"afam",900,"1976","383"
30,42,"blue","no","no","yes",1,"male","yes",12,"afam",998,"1977","383"
31,46,"blue","no","no","yes",1,"male","yes",12,"afam",1060,"1978","383"
32,45,"blue","no","no","yes",1,"male","yes",12,"afam",1050,"1979","383"
33,46,"blue","no","no","yes",1,"male","yes",12,"afam",1200,"1980","383"
34,41,"blue","no","no","yes",1,"male","yes",12,"afam",1250,"1981","383"
35,43,"blue","no","no","yes",1,"male","yes",12,"afam",1055,"1982","383"
27,51,"white","no","no","yes",1,"male","yes",12,"other",325,"1976","384"
28,49,"white","no","no","yes",1,"male","yes",12,"other",456,"1977","384"
29,50,"blue","no","no","yes",1,"male","yes",12,"other",450,"1978","384"
30,50,"white","no","no","yes",1,"male","yes",12,"other",450,"1979","384"
31,45,"blue","no","no","yes",1,"male","yes",12,"other",475,"1980","384"
32,50,"blue","no","no","yes",1,"male","yes",12,"other",489,"1981","384"
33,49,"blue","no","no","yes",1,"male","yes",12,"other",663,"1982","384"
10,47,"blue","no","no","yes",1,"male","yes",12,"other",740,"1976","385"
11,52,"blue","no","no","yes",1,"male","yes",12,"other",840,"1977","385"
12,50,"blue","no","no","yes",1,"male","yes",12,"other",890,"1978","385"
13,49,"white","no","no","yes",1,"male","yes",12,"other",940,"1979","385"
14,51,"blue","no","no","yes",1,"male","yes",12,"other",1049,"1980","385"
15,50,"blue","no","no","yes",1,"male","yes",12,"other",1240,"1981","385"
16,50,"blue","no","no","yes",1,"male","yes",12,"other",1294,"1982","385"
17,49,"white","no","yes","yes",1,"male","no",14,"other",998,"1976","386"
18,49,"white","no","yes","yes",1,"male","no",14,"other",998,"1977","386"
19,49,"white","no","yes","yes",1,"male","no",14,"other",1425,"1978","386"
20,49,"white","no","yes","yes",1,"male","no",14,"other",1450,"1979","386"
21,50,"white","no","yes","yes",1,"male","no",14,"other",1625,"1980","386"
22,49,"white","no","yes","yes",1,"male","no",14,"other",1571,"1981","386"
23,49,"white","no","yes","no",1,"male","no",14,"other",2600,"1982","386"
6,46,"blue","yes","yes","yes",1,"male","no",17,"other",710,"1976","387"
7,49,"blue","yes","yes","yes",1,"male","no",17,"other",700,"1977","387"
8,52,"blue","yes","yes","yes",1,"male","no",17,"other",760,"1978","387"
9,49,"blue","yes","yes","yes",1,"male","no",17,"other",747,"1979","387"
10,49,"blue","yes","yes","yes",1,"male","no",17,"other",902,"1980","387"
11,50,"blue","yes","yes","yes",1,"male","no",17,"other",1000,"1981","387"
12,51,"blue","yes","yes","yes",1,"male","no",17,"other",1320,"1982","387"
34,44,"white","no","yes","yes",1,"male","no",14,"other",900,"1976","388"
35,45,"white","no","yes","yes",1,"male","no",14,"other",998,"1977","388"
36,44,"white","no","yes","yes",1,"male","no",14,"other",1200,"1978","388"
37,46,"white","no","yes","yes",1,"male","no",14,"other",1250,"1979","388"
38,45,"white","no","yes","yes",1,"male","no",14,"other",1400,"1980","388"
39,43,"white","no","yes","yes",1,"male","no",14,"other",1500,"1981","388"
40,43,"white","no","yes","yes",1,"male","no",14,"other",1500,"1982","388"
21,39,"blue","no","yes","yes",1,"male","yes",14,"other",998,"1976","389"
22,52,"blue","no","no","yes",1,"male","yes",14,"other",998,"1977","389"
23,52,"blue","no","no","yes",0,"male","yes",14,"other",1226,"1978","389"
24,48,"blue","no","no","yes",0,"male","yes",14,"other",1439,"1979","389"
